Month_Day,2023,2024,2025,2026,2027
12-10,2070898.9999999988,995967.0,406870.99999999965,4125467.000000002,658817.0000000001
12-11,1940026.999999999,882100.0,859359.9999999999,142091.99999999953,917003.0
12-12,227062.00000000058,109221.99999999988,1728747.0000000007,1942264.0000000005,299712.00000000035
12-13,1577388.9999999995,976204.0,985410.0,542693.9999999998,1198180.0
12-14,1658726.9999999995,995967.0,232186.99999999953,3466336.0000000014,383748.00000000035
12-15,1030555.9999999999,170426.0,244855.99999999953,887390.0,3488778.999999999
12-16,1030555.9999999999,3601666.000000001,967871.0,1001102.0,54200.00000000023
12-17,1530250.9999999995,995967.0,751869.9999999999,1001102.0,1157229.0
12-18,1765061.9999999993,285766.9999999999,985410.0,1001102.0,410130.00000000023
12-19,174369.00000000058,995967.0,2185577.000000001,617645.9999999998,1363540.9999999998
12-20,1030555.9999999999,666645.0,179995.99999999942,149414.99999999965,1198180.0
12-21,1241727.9999999995,511702.9999999999,391473.99999999965,1957493.0000000005,2467848.999999999
12-22,594721.0000000002,995967.0,248607.99999999953,1574834.0000000002,1198180.0
12-23,1030555.9999999999,1871252.0,1462512.0000000005,1001102.0,82256.00000000023
12-24,3122641.999999998,117747.0,606877.9999999998,1224472.0,1198180.0
12-25,103044.0000000007,253649.99999999977,959254.0,1004549.0,1086993.0
12-26,1030555.9999999999,2004698.0,1433966.0000000005,1001102.0,1408095.9999999998
12-27,125924.00000000058,643626.0,985410.0,2648166.000000001,1669345.9999999995
12-28,2477336.999999998,995967.0,3430383.000000002,1001102.0,1113987.0
12-29,1030555.9999999999,392140.9999999999,985410.0,966369.0,278274.00000000035
12-30,1030555.9999999999,1054901.0,134187.99999999942,178872.99999999965,416466.00000000035
12-31,903441.0,1088381.0,985410.0,1001102.0,1218552.9999999998
