,Exporter Name,Address,pincode,Taluk,Districtname,statename
7000,MEEPRY EXPORTERS,"JXX7+QR7, Mangalpady - Badoor Rd, Heroor, Kerala 671322, India",671322,Kasaragod,Kasargod,KERALA
7001,MEEPRY EXPORTERS,"JXX7+QR7, Mangalpady - Badoor Rd, Heroor, Kerala 671322, India",671322,Kasaragod,Kasargod,KERALA
7002,MEEPRY EXPORTERS,"JXX7+QR7, Mangalpady - Badoor Rd, Heroor, Kerala 671322, India",671322,Kasaragod,Kasargod,KERALA
7003,MEEPRY EXPORTERS,"JXX7+QR7, Mangalpady - Badoor Rd, Heroor, Kerala 671322, India",671322,Kasaragod,Kasargod,KERALA
7004,MEEPRY EXPORTERS,"JXX7+QR7, Mangalpady - Badoor Rd, Heroor, Kerala 671322, India",671322,Kasaragod,Kasargod,KERALA
7005,MEEPRY EXPORTERS,"JXX7+QR7, Mangalpady - Badoor Rd, Heroor, Kerala 671322, India",671322,Kasaragod,Kasargod,KERALA
7006,MEEPRY EXPORTERS,"JXX7+QR7, Mangalpady - Badoor Rd, Heroor, Kerala 671322, India",671322,Kasaragod,Kasargod,KERALA
7007,MEEPRY EXPORTERS,"JXX7+QR7, Mangalpady - Badoor Rd, Heroor, Kerala 671322, India",671322,Kasaragod,Kasargod,KERALA
7008,MERCYDAZ INSTRUMENTATION INC.,"212, North, near Govt. Technical High School, Industrial Layout, Sultan Bathery, Kerala 673592, India",673592,Sulthanbathery,Wayanad,KERALA
7009,MERCYDAZ INSTRUMENTATION INC.,"212, North, near Govt. Technical High School, Industrial Layout, Sultan Bathery, Kerala 673592, India",673592,Sulthanbathery,Wayanad,KERALA
7010,MERCYDAZ INSTRUMENTATION INC.,"212, North, near Govt. Technical High School, Industrial Layout, Sultan Bathery, Kerala 673592, India",673592,Sulthanbathery,Wayanad,KERALA
7011,MERCYDAZ INSTRUMENTATION INC.,"212, North, near Govt. Technical High School, Industrial Layout, Sultan Bathery, Kerala 673592, India",673592,Sulthan Batheri,Wayanad,KERALA
7012,MERCYDAZ INSTRUMENTATION INC.,"212, North, near Govt. Technical High School, Industrial Layout, Sultan Bathery, Kerala 673592, India",673592,Sulthan Batheri,Wayanad,KERALA
7013,MERCYDAZ INSTRUMENTATION INC.,"212, North, near Govt. Technical High School, Industrial Layout, Sultan Bathery, Kerala 673592, India",673592,Sulthanbathery,Wayanad,KERALA
7014,MERCYDAZ INSTRUMENTATION INC.,"212, North, near Govt. Technical High School, Industrial Layout, Sultan Bathery, Kerala 673592, India",673592,Sulthanbathery,Wayanad,KERALA
7015,MERCYDAZ INSTRUMENTATION INC.,"212, North, near Govt. Technical High School, Industrial Layout, Sultan Bathery, Kerala 673592, India",673592,Sulthan Batheri,Wayanad,KERALA
7016,MERCYDAZ INSTRUMENTATION INC.,"212, North, near Govt. Technical High School, Industrial Layout, Sultan Bathery, Kerala 673592, India",673592,Sulthanbathery,Wayanad,KERALA
7017,MERCYDAZ INSTRUMENTATION INC.,"212, North, near Govt. Technical High School, Industrial Layout, Sultan Bathery, Kerala 673592, India",673592,Sulthan Batheri,Wayanad,KERALA
7018,MERCYDAZ INSTRUMENTATION INC.,"212, North, near Govt. Technical High School, Industrial Layout, Sultan Bathery, Kerala 673592, India",673592,Sulthanbathery,Wayanad,KERALA
7019,MERCYDAZ INSTRUMENTATION INC.,"212, North, near Govt. Technical High School, Industrial Layout, Sultan Bathery, Kerala 673592, India",673592,Sulthanbathery,Wayanad,KERALA
7020,MERCYDAZ INSTRUMENTATION INC.,"212, North, near Govt. Technical High School, Industrial Layout, Sultan Bathery, Kerala 673592, India",673592,Sulthanbathery,Wayanad,KERALA
7021,MERCYDAZ INSTRUMENTATION INC.,"212, North, near Govt. Technical High School, Industrial Layout, Sultan Bathery, Kerala 673592, India",673592,Sulthanbathery,Wayanad,KERALA
7022,MERCYDAZ INSTRUMENTATION INC.,"212, North, near Govt. Technical High School, Industrial Layout, Sultan Bathery, Kerala 673592, India",673592,Sulthanbathery,Wayanad,KERALA
7023,MERCYDAZ INSTRUMENTATION INC.,"212, North, near Govt. Technical High School, Industrial Layout, Sultan Bathery, Kerala 673592, India",673592,Sulthan Bathery,Wayanad,KERALA
7024,MERCYDAZ INSTRUMENTATION INC.,"212, North, near Govt. Technical High School, Industrial Layout, Sultan Bathery, Kerala 673592, India",673592,Sulthanbathery,Wayanad,KERALA
7025,MERCYDAZ INSTRUMENTATION INC.,"212, North, near Govt. Technical High School, Industrial Layout, Sultan Bathery, Kerala 673592, India",673592,Sulthan Batheri,Wayanad,KERALA
7026,MERCYDAZ INSTRUMENTATION INC.,"212, North, near Govt. Technical High School, Industrial Layout, Sultan Bathery, Kerala 673592, India",673592,Sulthanbathery,Wayanad,KERALA
7027,MINERVA COMBINES,"W9VF+77R, Temple Road, opp. Public Library, Thrippunithura, Thiruvankulam, Kochi, Kerala 682305, India",682305,Kanayannur,Ernakulam,KERALA
7028,MINERVA COMBINES,"W9VF+77R, Temple Road, opp. Public Library, Thrippunithura, Thiruvankulam, Kochi, Kerala 682305, India",682305,Kanayannur,Ernakulam,KERALA
7029,MINERVA COMBINES,"W9VF+77R, Temple Road, opp. Public Library, Thrippunithura, Thiruvankulam, Kochi, Kerala 682305, India",682305,Kunnathunad,Ernakulam,KERALA
7030,MINERVA COMBINES,"W9VF+77R, Temple Road, opp. Public Library, Thrippunithura, Thiruvankulam, Kochi, Kerala 682305, India",682305,Kanayannur,Ernakulam,KERALA
7031,MINERVA COMBINES,"W9VF+77R, Temple Road, opp. Public Library, Thrippunithura, Thiruvankulam, Kochi, Kerala 682305, India",682305,Kunnathunad,Ernakulam,KERALA
7032,MINERVA COMBINES,"W9VF+77R, Temple Road, opp. Public Library, Thrippunithura, Thiruvankulam, Kochi, Kerala 682305, India",682305,Ernakulam,Ernakulam,KERALA
7033,MUKUND HOSIERIES,"2, Pkr Layout St St, Perchiplym, Perchiplym, Kuppusamypuram, Renganatha Puram, Tiruppur, Tamil Nadu 641008, India",641008,Coimbatore South,Coimbatore,TAMIL NADU
7034,MUKUND HOSIERIES,"2, Pkr Layout St St, Perchiplym, Perchiplym, Kuppusamypuram, Renganatha Puram, Tiruppur, Tamil Nadu 641008, India",641008,Coimbatore South,Coimbatore,TAMIL NADU
7035,MUKUND HOSIERIES,"2, Pkr Layout St St, Perchiplym, Perchiplym, Kuppusamypuram, Renganatha Puram, Tiruppur, Tamil Nadu 641008, India",641008,Coimbatore South,Coimbatore,TAMIL NADU
7036,N TEX APPAREL PVT LTD,"No 67/1 Mandodhari Garden, East, TIRUPUR 641607, S Periyapalayam, Uthukuli Rd, Tiruppur, Kulathupalayam, Tamil Nadu 638752, India",641607,Tirupur,Coimbatore,TAMIL NADU
7037,N TEX APPAREL PVT LTD,"No 67/1 Mandodhari Garden, East, TIRUPUR 641607, S Periyapalayam, Uthukuli Rd, Tiruppur, Kulathupalayam, Tamil Nadu 638752, India",641607,Perundurai,Erode,TAMIL NADU
7038,N TEX APPAREL PVT LTD,"No 67/1 Mandodhari Garden, East, TIRUPUR 641607, S Periyapalayam, Uthukuli Rd, Tiruppur, Kulathupalayam, Tamil Nadu 638752, India",641607,Tiruppur,Coimbatore,TAMIL NADU
7039,N TEX APPAREL PVT LTD,"No 67/1 Mandodhari Garden, East, TIRUPUR 641607, S Periyapalayam, Uthukuli Rd, Tiruppur, Kulathupalayam, Tamil Nadu 638752, India",641607,Tiruppur,Coimbatore,TAMIL NADU
7040,NAS FOOD EXIM,"Cherthala, plot no:36, KSIDC Mega Food Park, Industrial growth centre, Pallipuram, Kerala 688541, India",688541,Cherthala,Alappuzha,KERALA
7041,NAS FOOD EXIM,"Cherthala, plot no:36, KSIDC Mega Food Park, Industrial growth centre, Pallipuram, Kerala 688541, India",688541,Cherthala,Alappuzha,KERALA
7042,NAS FOOD EXIM,"Cherthala, plot no:36, KSIDC Mega Food Park, Industrial growth centre, Pallipuram, Kerala 688541, India",688541,Cherthala,Alappuzha,KERALA
7043,NECTAR CRAFTS,"3876+C3J, Chinnakarai, Karaipudur, Murugampalayam, Tamil Nadu 641605, India",641605,Kangayam,Erode,TAMIL NADU
7044,NECTAR CRAFTS,"3876+C3J, Chinnakarai, Karaipudur, Murugampalayam, Tamil Nadu 641605, India",641605,Palladam,Erode,TAMIL NADU
7045,NECTAR CRAFTS,"3876+C3J, Chinnakarai, Karaipudur, Murugampalayam, Tamil Nadu 641605, India",641605,Tirupur,Erode,TAMIL NADU
7046,NECTAR CRAFTS,"3876+C3J, Chinnakarai, Karaipudur, Murugampalayam, Tamil Nadu 641605, India",641605,Tiruppur,Coimbatore,TAMIL NADU
7047,NELLIMALAYIL TRADERS,"Anithottam near Bsnl tower, Kanjirappally, Kerala 686507, India",686507,Kanjirappally,Kottayam,KERALA
7048,NEONA EMBEDDED LABZ,"41/1852, Veekshanam Rd, North Kaloor, Kacheripady, Kochi, Kerala 682018, India",682018,Ernakulam,Ernakulam,KERALA
7049,NILGIRIS EXPORTS,"Nilgiris, Tamil Nadu, India",682002,Kochi,Ernakulam,KERALA
7050,NILGIRIS EXPORTS,"Nilgiris, Tamil Nadu, India",682002,Kochi,Ernakulam,KERALA
7051,NILGIRIS EXPORTS,"Nilgiris, Tamil Nadu, India",682002,Kochi,Ernakulam,KERALA
7052,NILGIRIS EXPORTS,"Nilgiris, Tamil Nadu, India",682002,Kochi,Ernakulam,KERALA
7053,NIVENIA INTERNATIONAL,"Q8CV+H94, Thycattussery, Kerala 688528, India",688528,Cherthala,Alappuzha,KERALA
7054,NSK INTERNATIONAL EXPORTS,"1/165, Aathupalayam Main Rd, Gayathri Nagar, Anupparpalayam Pudur, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",641652,Tiruppur,Coimbatore,TAMIL NADU
7055,NSK INTERNATIONAL EXPORTS,"1/165, Aathupalayam Main Rd, Gayathri Nagar, Anupparpalayam Pudur, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",641652,Tiruppur,Coimbatore,TAMIL NADU
7056,NSK INTERNATIONAL EXPORTS,"1/165, Aathupalayam Main Rd, Gayathri Nagar, Anupparpalayam Pudur, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",641652,Tiruppur,Coimbatore,TAMIL NADU
7057,OLYMPIC APPARELS,"18/74, First Floor, Muthu Nagar Second Street, Kongu Main Rd, Muthu Nagar, Renganatha Puram, Tiruppur, Tamil Nadu 641607, India",641607,Tirupur,Coimbatore,TAMIL NADU
7058,OLYMPIC APPARELS,"18/74, First Floor, Muthu Nagar Second Street, Kongu Main Rd, Muthu Nagar, Renganatha Puram, Tiruppur, Tamil Nadu 641607, India",641607,Perundurai,Erode,TAMIL NADU
7059,OLYMPIC APPARELS,"18/74, First Floor, Muthu Nagar Second Street, Kongu Main Rd, Muthu Nagar, Renganatha Puram, Tiruppur, Tamil Nadu 641607, India",641607,Tiruppur,Coimbatore,TAMIL NADU
7060,OLYMPIC APPARELS,"18/74, First Floor, Muthu Nagar Second Street, Kongu Main Rd, Muthu Nagar, Renganatha Puram, Tiruppur, Tamil Nadu 641607, India",641607,Tiruppur,Coimbatore,TAMIL NADU
7061,PAZHANGADI OIL MILLS,"3CXM+XFV, Kerala 683547, India",683547,Kunnathunad,Ernakulam,KERALA
7062,PAZHANGADI OIL MILLS,"3CXM+XFV, Kerala 683547, India",683547,Kunnathunad,Ernakulam,KERALA
7063,PEEKAY ROLLER FLOUR MILLS,"39, Kannur Rd, Puthiyangadi, Kozhikode, Kerala 673021, India",673021,Kozhikode,Kozhikode,KERALA
7064,PEGADO FIXING SOLUTIONS,"MANOOR-CHEKANUR, ROAD, KOTTEERI, Vattamkulam, Kerala 679578, India",679578,Ponnani,Malappuram,KERALA
7065,PEGADO FIXING SOLUTIONS,"MANOOR-CHEKANUR, ROAD, KOTTEERI, Vattamkulam, Kerala 679578, India",679578,Ponani,Malappuram,KERALA
7066,PLANET EXPORTS INDIA,"# 16/5 Oyyankadu, Vasavi College Post, Erode, Tamil Nadu 638316, India",638316,Erode,Erode,TAMIL NADU
7067,PLANET EXPORTS INDIA,"# 16/5 Oyyankadu, Vasavi College Post, Erode, Tamil Nadu 638316, India",638316,Bhavani,Erode,TAMIL NADU
7068,PRAYAG EXPORTS,"AP/XII-157,Chandiroor P O, 688537, Chandiroor, Cherthala, Kerala 688537, India",688537,Cherthala,Alappuzha,KERALA
7069,PRAYAG EXPORTS,"AP/XII-157,Chandiroor P O, 688537, Chandiroor, Cherthala, Kerala 688537, India",688537,Cherthala,Alappuzha,KERALA
7070,PRAYAG EXPORTS,"AP/XII-157,Chandiroor P O, 688537, Chandiroor, Cherthala, Kerala 688537, India",688537,Cherthala,Alappuzha,KERALA
7071,PRAYAG EXPORTS,"AP/XII-157,Chandiroor P O, 688537, Chandiroor, Cherthala, Kerala 688537, India",688537,Cherthala,Alappuzha,KERALA
7072,PROTECH ORGAN FOODS,"PLOT NO.19&20 KSIDC MAGA, INDUSTRIAL GROWTH CENTRE, Food Park Road, Pallipuram, Kerala 688541, India",688541,Cherthala,Alappuzha,KERALA
7073,PROTECH ORGAN FOODS,"PLOT NO.19&20 KSIDC MAGA, INDUSTRIAL GROWTH CENTRE, Food Park Road, Pallipuram, Kerala 688541, India",688541,Cherthala,Alappuzha,KERALA
7074,PROTECH ORGAN FOODS,"PLOT NO.19&20 KSIDC MAGA, INDUSTRIAL GROWTH CENTRE, Food Park Road, Pallipuram, Kerala 688541, India",688541,Cherthala,Alappuzha,KERALA
7075,PUDUSSERY HARDWARES,"Pudussery, Kerala 678103, India",678103,Chittur,Palakkad,KERALA
7076,PUDUSSERY HARDWARES,"Pudussery, Kerala 678103, India",678103,Chittur,Palakkad,KERALA
7077,PUKRA EXPORTS,"X369+XW3, Gandhi Puram, Karur, Tamil Nadu 639002, India",639002,Aravakurichi,Karur,TAMIL NADU
7078,PUKRA EXPORTS,"X369+XW3, Gandhi Puram, Karur, Tamil Nadu 639002, India",639002,Aravakurichi,Karur,TAMIL NADU
7079,PUKRA EXPORTS,"X369+XW3, Gandhi Puram, Karur, Tamil Nadu 639002, India",639002,Karur,Karur,TAMIL NADU
7080,PUKRA EXPORTS,"X369+XW3, Gandhi Puram, Karur, Tamil Nadu 639002, India",639002,Aravakurichi,Karur,TAMIL NADU
7081,PUKRA EXPORTS,"X369+XW3, Gandhi Puram, Karur, Tamil Nadu 639002, India",639002,Karur,Karur,TAMIL NADU
7082,PUKRA EXPORTS,"X369+XW3, Gandhi Puram, Karur, Tamil Nadu 639002, India",639002,Aravakurichi,Karur,TAMIL NADU
7083,PUKRA EXPORTS,"X369+XW3, Gandhi Puram, Karur, Tamil Nadu 639002, India",639002,Aravakurichi,Karur,TAMIL NADU
7084,R.V.COIRS,"H6P9+7PJ, Ragalbavi, Tamil Nadu 642122, India",642122,Udamalpet,Coimbatore,TAMIL NADU
7085,R.V.COIRS,"H6P9+7PJ, Ragalbavi, Tamil Nadu 642122, India",642122,Udamalpet,Coimbatore,TAMIL NADU
7086,R.V.COIRS,"H6P9+7PJ, Ragalbavi, Tamil Nadu 642122, India",642122,Udamalpet,Coimbatore,TAMIL NADU
7087,R.V.COIRS,"H6P9+7PJ, Ragalbavi, Tamil Nadu 642122, India",642122,Udumalaipettai,Coimbatore,TAMIL NADU
7088,R.V.NONWOVEV BAGS,"354-A, Patel Rd, Kattoor, Ram Nagar, Coimbatore, Tamil Nadu 641009, India",641009,Coimbatore South,Coimbatore,TAMIL NADU
7089,RAFT GARMENTS,"57X9+4MP, Avinashi - Sevur - Puliampatty - Sathy Rd, Avinashi, Tamil Nadu 641654, India",641654,,Coimbatore,TAMIL NADU
7090,RAFT GARMENTS,"57X9+4MP, Avinashi - Sevur - Puliampatty - Sathy Rd, Avinashi, Tamil Nadu 641654, India",641654,Avanashi,Coimbatore,TAMIL NADU
7091,RAFT GARMENTS,"57X9+4MP, Avinashi - Sevur - Puliampatty - Sathy Rd, Avinashi, Tamil Nadu 641654, India",641654,Mettupalayam,Coimbatore,TAMIL NADU
7092,RAFT GARMENTS,"57X9+4MP, Avinashi - Sevur - Puliampatty - Sathy Rd, Avinashi, Tamil Nadu 641654, India",641654,,Coimbatore,TAMIL NADU
7093,RAFT GARMENTS,"57X9+4MP, Avinashi - Sevur - Puliampatty - Sathy Rd, Avinashi, Tamil Nadu 641654, India",641654,Avanashi,Coimbatore,TAMIL NADU
7094,RAFT GARMENTS,"57X9+4MP, Avinashi - Sevur - Puliampatty - Sathy Rd, Avinashi, Tamil Nadu 641654, India",641654,,Coimbatore,TAMIL NADU
7095,RAFT GARMENTS,"57X9+4MP, Avinashi - Sevur - Puliampatty - Sathy Rd, Avinashi, Tamil Nadu 641654, India",641654,Avanashi,Coimbatore,TAMIL NADU
7096,RAFT GARMENTS,"57X9+4MP, Avinashi - Sevur - Puliampatty - Sathy Rd, Avinashi, Tamil Nadu 641654, India",641654,Avanashi,Coimbatore,TAMIL NADU
7097,RAFT GARMENTS,"57X9+4MP, Avinashi - Sevur - Puliampatty - Sathy Rd, Avinashi, Tamil Nadu 641654, India",641654,,Coimbatore,TAMIL NADU
7098,RAFT GARMENTS,"57X9+4MP, Avinashi - Sevur - Puliampatty - Sathy Rd, Avinashi, Tamil Nadu 641654, India",641654,,Coimbatore,TAMIL NADU
7099,RAFT GARMENTS,"57X9+4MP, Avinashi - Sevur - Puliampatty - Sathy Rd, Avinashi, Tamil Nadu 641654, India",641654,Avanashi,Coimbatore,TAMIL NADU
7100,RAFT GARMENTS,"57X9+4MP, Avinashi - Sevur - Puliampatty - Sathy Rd, Avinashi, Tamil Nadu 641654, India",641654,,Coimbatore,TAMIL NADU
7101,RAFT GARMENTS,"57X9+4MP, Avinashi - Sevur - Puliampatty - Sathy Rd, Avinashi, Tamil Nadu 641654, India",641654,,Coimbatore,TAMIL NADU
7102,RAFT GARMENTS,"57X9+4MP, Avinashi - Sevur - Puliampatty - Sathy Rd, Avinashi, Tamil Nadu 641654, India",641654,,Coimbatore,TAMIL NADU
7103,RAJAMMA AGRO PRODUCTS,"5, Sankagiri - Salem Main Rd, Parvathipuram, Karungalpatty, Nethimedu, Salem, Tamil Nadu 636002, India",636002,Salem,Salem,TAMIL NADU
7104,RAJAMMA AGRO PRODUCTS,"5, Sankagiri - Salem Main Rd, Parvathipuram, Karungalpatty, Nethimedu, Salem, Tamil Nadu 636002, India",636002,Salem,Salem,TAMIL NADU
7105,RAJAMMA AGRO PRODUCTS,"5, Sankagiri - Salem Main Rd, Parvathipuram, Karungalpatty, Nethimedu, Salem, Tamil Nadu 636002, India",636002,Salem,Salem,TAMIL NADU
7106,RAJAMMA AGRO PRODUCTS,"5, Sankagiri - Salem Main Rd, Parvathipuram, Karungalpatty, Nethimedu, Salem, Tamil Nadu 636002, India",636002,Salem,Salem,TAMIL NADU
7107,RAKSHA'S ENTERPRISES,"I Floor, Girjashanker Bhavan, 31, Devangapet Street Number 2, Puthiyavan Nagar, Sukrawar Pettai, R.S. Puram, Coimbatore, Tamil Nadu 641001, India",641001,Coimbatore South,Coimbatore,TAMIL NADU
7108,RAKSHA'S ENTERPRISES,"I Floor, Girjashanker Bhavan, 31, Devangapet Street Number 2, Puthiyavan Nagar, Sukrawar Pettai, R.S. Puram, Coimbatore, Tamil Nadu 641001, India",641001,Coimbatore South,Coimbatore,TAMIL NADU
7109,RAKSHA'S ENTERPRISES,"I Floor, Girjashanker Bhavan, 31, Devangapet Street Number 2, Puthiyavan Nagar, Sukrawar Pettai, R.S. Puram, Coimbatore, Tamil Nadu 641001, India",641001,Coimbatore South,Coimbatore,TAMIL NADU
7110,RAKSHA'S ENTERPRISES,"I Floor, Girjashanker Bhavan, 31, Devangapet Street Number 2, Puthiyavan Nagar, Sukrawar Pettai, R.S. Puram, Coimbatore, Tamil Nadu 641001, India",641001,Coimbatore South,Coimbatore,TAMIL NADU
7111,RAKSHA'S ENTERPRISES,"I Floor, Girjashanker Bhavan, 31, Devangapet Street Number 2, Puthiyavan Nagar, Sukrawar Pettai, R.S. Puram, Coimbatore, Tamil Nadu 641001, India",641001,Coimbatore South,Coimbatore,TAMIL NADU
7112,RAMAKRISHNA KNITS,"586R+C24, IndiraNagar, Chettipalayam, Pandian Nagar, Tiruppur, Tamil Nadu 641603, India",641603,Tiruppur,Coimbatore,TAMIL NADU
7113,RAMAKRISHNA KNITS,"586R+C24, IndiraNagar, Chettipalayam, Pandian Nagar, Tiruppur, Tamil Nadu 641603, India",641603,Tiruppur,Coimbatore,TAMIL NADU
7114,RAMAKRISHNA KNITS,"586R+C24, IndiraNagar, Chettipalayam, Pandian Nagar, Tiruppur, Tamil Nadu 641603, India",641603,Tiruppur,Coimbatore,TAMIL NADU
7115,RAMAKRISHNA KNITS,"586R+C24, IndiraNagar, Chettipalayam, Pandian Nagar, Tiruppur, Tamil Nadu 641603, India",641603,Tiruppur,Coimbatore,TAMIL NADU
7116,RAMAKRISHNA KNITS,"586R+C24, IndiraNagar, Chettipalayam, Pandian Nagar, Tiruppur, Tamil Nadu 641603, India",641603,Tiruppur,Coimbatore,TAMIL NADU
7117,RESOURZBURG,"Arul Jothi Nagar, 10/295 B -1, Ganapathipalayam Rd, Post, Veerapandi, Tiruppur, Tamil Nadu 641605, India",641605,Kangayam,Erode,TAMIL NADU
7118,RESOURZBURG,"Arul Jothi Nagar, 10/295 B -1, Ganapathipalayam Rd, Post, Veerapandi, Tiruppur, Tamil Nadu 641605, India",641605,Palladam,Erode,TAMIL NADU
7119,RESOURZBURG,"Arul Jothi Nagar, 10/295 B -1, Ganapathipalayam Rd, Post, Veerapandi, Tiruppur, Tamil Nadu 641605, India",641605,Tirupur,Erode,TAMIL NADU
7120,RESOURZBURG,"Arul Jothi Nagar, 10/295 B -1, Ganapathipalayam Rd, Post, Veerapandi, Tiruppur, Tamil Nadu 641605, India",641605,Tiruppur,Coimbatore,TAMIL NADU
7121,RIFAS FRAGRANCES P.LTD.,"6RP4+25W, Mankave, Kozhikode, Kerala 673007, India",673007,Kozhikode,Kozhikode,KERALA
7122,RIFAS FRAGRANCES P.LTD.,"6RP4+25W, Mankave, Kozhikode, Kerala 673007, India",673007,Kozhikode,Kozhikode,KERALA
7123,RIFAS FRAGRANCES P.LTD.,"6RP4+25W, Mankave, Kozhikode, Kerala 673007, India",673007,Kozhikode,Kozhikode,KERALA
7124,RUBY APPRELS,"7, Police Line St, Kannipiran Colony, Valipalayam, Tiruppur, Tamil Nadu 641601, India",641601,Avanashi,Coimbatore,TAMIL NADU
7125,RUBY APPRELS,"7, Police Line St, Kannipiran Colony, Valipalayam, Tiruppur, Tamil Nadu 641601, India",641601,Tirupur,Coimbatore,TAMIL NADU
7126,RUDRAKSH MERCHANDISING,"5/33, Convent Garden, Valliammai Nagar, Tiruppur, Tamil Nadu 641604, India",641604,Tiruppur,Coimbatore,TAMIL NADU
7127,RUDRAKSH MERCHANDISING,"5/33, Convent Garden, Valliammai Nagar, Tiruppur, Tamil Nadu 641604, India",641604,Tiruppur,Coimbatore,TAMIL NADU
7128,RUDRAKSH MERCHANDISING,"5/33, Convent Garden, Valliammai Nagar, Tiruppur, Tamil Nadu 641604, India",641604,Tirupur,Coimbatore,TAMIL NADU
7129,RUDRAKSH MERCHANDISING,"5/33, Convent Garden, Valliammai Nagar, Tiruppur, Tamil Nadu 641604, India",641604,Tiruppur,Coimbatore,TAMIL NADU
7130,RUDRAKSH MERCHANDISING,"5/33, Convent Garden, Valliammai Nagar, Tiruppur, Tamil Nadu 641604, India",641604,Tiruppur,Coimbatore,TAMIL NADU
7131,RUDRAKSH MERCHANDISING,"5/33, Convent Garden, Valliammai Nagar, Tiruppur, Tamil Nadu 641604, India",641604,Tiruppur,Coimbatore,TAMIL NADU
7132,RUWI   FOODS,"Palayam, University of Kerala Senate House Campus, Palayam, Thiruvananthapuram, Kerala 695034, India",695034,Thiruvananthapuram,Thiruvananthapuram,KERALA
7133,S.S.FABRICS MILL,"34, Karungalpatty Itteri Rd, Karungalpatty, Gugai, Salem, Tamil Nadu 636006, India",636006,Salem,Salem,TAMIL NADU
7134,S.S.FABRICS MILL,"34, Karungalpatty Itteri Rd, Karungalpatty, Gugai, Salem, Tamil Nadu 636006, India",636006,Salem,Salem,TAMIL NADU
7135,S.S.FABRICS MILL,"34, Karungalpatty Itteri Rd, Karungalpatty, Gugai, Salem, Tamil Nadu 636006, India",636006,Salem,Salem,TAMIL NADU
7136,S.S.FABRICS MILL,"34, Karungalpatty Itteri Rd, Karungalpatty, Gugai, Salem, Tamil Nadu 636006, India",636006,Salem,Salem,TAMIL NADU
7137,S.S.FABRICS MILL,"34, Karungalpatty Itteri Rd, Karungalpatty, Gugai, Salem, Tamil Nadu 636006, India",636006,Salem,Salem,TAMIL NADU
7138,S.S.FABRICS MILL,"34, Karungalpatty Itteri Rd, Karungalpatty, Gugai, Salem, Tamil Nadu 636006, India",636006,Salem,Salem,TAMIL NADU
7139,S.TOUGHEN GLASS,"Marottichode-Pothiyakkara, Mattoor, Kalady, Kerala 683574, India",683574,Aluva,Ernakulam,KERALA
7140,S.TOUGHEN GLASS,"Marottichode-Pothiyakkara, Mattoor, Kalady, Kerala 683574, India",683574,Aluva,Ernakulam,KERALA
7141,S.TOUGHEN GLASS,"Marottichode-Pothiyakkara, Mattoor, Kalady, Kerala 683574, India",683574,Aluva,Ernakulam,KERALA
7142,S.TOUGHEN GLASS,"Marottichode-Pothiyakkara, Mattoor, Kalady, Kerala 683574, India",683574,Aluva,Ernakulam,KERALA
7143,S.TOUGHEN GLASS,"Marottichode-Pothiyakkara, Mattoor, Kalady, Kerala 683574, India",683574,Aluva,Ernakulam,KERALA
7144,S.TOUGHEN GLASS,"Marottichode-Pothiyakkara, Mattoor, Kalady, Kerala 683574, India",683574,Aluva,Ernakulam,KERALA
7145,S.TOUGHEN GLASS,"Marottichode-Pothiyakkara, Mattoor, Kalady, Kerala 683574, India",683574,Aluva,Ernakulam,KERALA
7146,SAHITH ENGINEERING,"7/52 2A2, Balaji, Peelamedu Industrial Estate, Gauthama Puri Nagar, Saravanampatti, Coimbatore, Tamil Nadu 641035, India",641035,Coimbatore North,Coimbatore,TAMIL NADU
7147,SAHITH ENGINEERING,"7/52 2A2, Balaji, Peelamedu Industrial Estate, Gauthama Puri Nagar, Saravanampatti, Coimbatore, Tamil Nadu 641035, India",641035,Coimbatore South,Coimbatore,TAMIL NADU
7148,SAHITH ENGINEERING,"7/52 2A2, Balaji, Peelamedu Industrial Estate, Gauthama Puri Nagar, Saravanampatti, Coimbatore, Tamil Nadu 641035, India",641035,Coimbatore North,Coimbatore,TAMIL NADU
7149,SAKITDHARA TEXTILES,"Thaneerpanthal, Anupparpalayam Pudur, Tiruppur, Avinashi, Tamil Nadu 641652, India",641652,Tiruppur,Coimbatore,TAMIL NADU
7150,SAKITDHARA TEXTILES,"Thaneerpanthal, Anupparpalayam Pudur, Tiruppur, Avinashi, Tamil Nadu 641652, India",641652,Tiruppur,Coimbatore,TAMIL NADU
7151,SAKITDHARA TEXTILES,"Thaneerpanthal, Anupparpalayam Pudur, Tiruppur, Avinashi, Tamil Nadu 641652, India",641652,Tiruppur,Coimbatore,TAMIL NADU
7152,SANCHI BAGS,"T.C 26/1340 Latha Bhavan Secretariat Ward, opp. SP Granddays, Chenkalchoola Colony, Thycaud, Thiruvananthapuram, Kerala 695014, India",695014,Thiruvananthapuram,Thiruvananthapuram,KERALA
7153,SANCHI BAGS,"T.C 26/1340 Latha Bhavan Secretariat Ward, opp. SP Granddays, Chenkalchoola Colony, Thycaud, Thiruvananthapuram, Kerala 695014, India",695014,Thiruvananthapuram,Thiruvananthapuram,KERALA
